"","year","state","income","lfpr"
"19587",2014,37,10,1
"19588",2015,37,10,0.98
"19589",1985,38,10,1
"19590",1986,38,10,1
"19591",1987,38,10,1
"19592",1988,38,10,1
"19593",1989,38,10,1
"19594",1990,38,10,1
"19595",1991,38,10,1
"19596",1992,38,10,1
"19597",1993,38,10,1
"19598",1994,38,10,0.88
"19599",1995,38,10,1
"19600",1996,38,10,1
"19601",1997,38,10,1
"19602",1998,38,10,1
"19603",1999,38,10,1
"19604",2000,38,10,1
"19605",2001,38,10,1
"19606",2002,38,10,0.8
"19607",2003,38,10,1
"19608",2004,38,10,1
"19609",2005,38,10,1
"19610",2006,38,10,1
"19611",2007,38,10,1
"19612",2008,38,10,1
"19613",2009,38,10,1
"19614",2010,38,10,1
"19615",2011,38,10,1
"19616",2012,38,10,0.95
"19617",2013,38,10,1
"19618",2014,38,10,1
"19619",2015,38,10,1
"19620",1985,39,10,1
"19621",1986,39,10,1
"19622",1987,39,10,0.93
"19623",1988,39,10,1
"19624",1989,39,10,1
"19625",1990,39,10,0.93
"19626",1991,39,10,1
"19627",1992,39,10,0.96
"19628",1993,39,10,0.98
"19629",1994,39,10,0.97
"19630",1995,39,10,0.98
"19631",1996,39,10,1
"19632",1997,39,10,1
"19633",1998,39,10,1
"19634",1999,39,10,1
"19635",2000,39,10,1
"19636",2001,39,10,1
"19637",2002,39,10,1
"19638",2003,39,10,1
"19639",2004,39,10,1
"19640",2005,39,10,1
"19641",2006,39,10,1
"19642",2007,39,10,0.95
"19643",2008,39,10,1
"19644",2009,39,10,1
"19645",2010,39,10,1
"19646",2011,39,10,1
"19647",2012,39,10,0.96
"19648",2013,39,10,1
"19649",2014,39,10,0.95
"19650",2015,39,10,1
"19651",1985,40,10,1
"19652",1986,40,10,1
"19653",1987,40,10,1
"19654",1988,40,10,1
"19655",1989,40,10,1
"19656",1990,40,10,1
"19657",1991,40,10,1
"19658",1992,40,10,1
"19659",1993,40,10,1
"19660",1994,40,10,1
"19661",1995,40,10,0.89
"19662",1996,40,10,1
"19663",1998,40,10,1
"19664",1999,40,10,1
"19665",2000,40,10,1
"19666",2001,40,10,1
"19667",2002,40,10,1
"19668",2003,40,10,1
"19669",2004,40,10,1
"19670",2005,40,10,1
"19671",2006,40,10,1
"19672",2007,40,10,1
"19673",2008,40,10,1
"19674",2009,40,10,1
"19675",2010,40,10,1
"19676",2011,40,10,0.95
"19677",2012,40,10,0.94
"19678",2013,40,10,1
"19679",2014,40,10,1
"19680",2015,40,10,0.95
"19681",1985,41,10,1
"19682",1986,41,10,1
"19683",1987,41,10,1
"19684",1988,41,10,1
"19685",1989,41,10,1
"19686",1990,41,10,1
"19687",1991,41,10,1
"19688",1992,41,10,1
"19689",1993,41,10,0.9
"19690",1994,41,10,1
"19691",1995,41,10,1
"19692",1996,41,10,1
"19693",1997,41,10,0.83
"19694",1998,41,10,1
"19695",1999,41,10,1
"19696",2000,41,10,1
"19697",2001,41,10,1
"19698",2002,41,10,0.96
"19699",2003,41,10,1
"19700",2004,41,10,1
"19701",2005,41,10,1
"19702",2006,41,10,0.91
"19703",2007,41,10,0.9
"19704",2008,41,10,0.96
"19705",2009,41,10,1
"19706",2010,41,10,1
"19707",2011,41,10,1
"19708",2012,41,10,0.96
"19709",2013,41,10,0.96
"19710",2014,41,10,1
"19711",2015,41,10,0.97
"19712",1985,42,10,1
"19713",1986,42,10,1
"19714",1987,42,10,1
"19715",1988,42,10,1
"19716",1989,42,10,1
"19717",1990,42,10,1
"19718",1991,42,10,1
"19719",1992,42,10,0.96
"19720",1993,42,10,0.94
"19721",1994,42,10,1
"19722",1995,42,10,0.98
"19723",1996,42,10,0.95
"19724",1997,42,10,1
"19725",1998,42,10,1
"19726",1999,42,10,0.96
"19727",2000,42,10,1
"19728",2001,42,10,0.98
"19729",2002,42,10,1
"19730",2003,42,10,1
"19731",2004,42,10,1
"19732",2005,42,10,0.97
"19733",2006,42,10,1
"19734",2007,42,10,1
"19735",2008,42,10,0.98
"19736",2009,42,10,0.98
"19737",2010,42,10,0.98
"19738",2011,42,10,0.99
"19739",2012,42,10,0.97
"19740",2013,42,10,1
"19741",2014,42,10,0.97
"19742",2015,42,10,1
"19743",1985,44,10,1
"19744",1986,44,10,1
"19745",1987,44,10,1
"19746",1988,44,10,1
"19747",1989,44,10,1
"19748",1990,44,10,1
"19749",1991,44,10,1
"19750",1992,44,10,1
"19751",1993,44,10,1
"19752",1994,44,10,1
"19753",1995,44,10,1
"19754",1996,44,10,1
"19755",1997,44,10,1
"19756",1998,44,10,1
"19757",1999,44,10,1
"19758",2000,44,10,1
"19759",2001,44,10,1
"19760",2002,44,10,0.94
"19761",2003,44,10,1
"19762",2004,44,10,1
"19763",2005,44,10,1
"19764",2006,44,10,0.96
"19765",2007,44,10,0.96
"19766",2008,44,10,0.98
"19767",2009,44,10,1
"19768",2010,44,10,0.98
"19769",2011,44,10,0.98
"19770",2012,44,10,1
"19771",2013,44,10,0.98
"19772",2014,44,10,1
"19773",2015,44,10,0.98
"19774",1985,45,10,1
"19775",1986,45,10,1
"19776",1987,45,10,1
"19777",1988,45,10,1
"19778",1989,45,10,1
"19779",1990,45,10,1
"19780",1991,45,10,1
"19781",1992,45,10,1
"19782",1993,45,10,1
"19783",1994,45,10,1
"19784",1995,45,10,1
"19785",1996,45,10,1
"19786",1997,45,10,1
"19787",1998,45,10,1
"19788",1999,45,10,1
"19789",2000,45,10,1
"19790",2001,45,10,1
"19791",2002,45,10,0.9
"19792",2003,45,10,1
"19793",2004,45,10,1
"19794",2005,45,10,1
"19795",2006,45,10,1
"19796",2007,45,10,1
"19797",2008,45,10,0.95
"19798",2009,45,10,0.97
"19799",2010,45,10,0.94
"19800",2011,45,10,1
"19801",2012,45,10,1
"19802",2013,45,10,1
"19803",2014,45,10,0.97
"19804",2015,45,10,0.94
"19805",1985,46,10,1
"19806",1986,46,10,1
"19807",1987,46,10,1
"19808",1988,46,10,1
"19809",1989,46,10,1
"19810",1990,46,10,0.5
"19811",1991,46,10,1
"19812",1992,46,10,1
"19813",1993,46,10,1
"19814",1994,46,10,1
"19815",1995,46,10,1
"19816",1996,46,10,1
"19817",1997,46,10,1
"19818",1998,46,10,0.75
"19819",1999,46,10,1
"19820",2000,46,10,1
"19821",2001,46,10,1
"19822",2002,46,10,1
"19823",2003,46,10,1
"19824",2004,46,10,1
"19825",2005,46,10,1
"19826",2006,46,10,1
"19827",2007,46,10,0.93
"19828",2008,46,10,0.92
"19829",2009,46,10,1
"19830",2010,46,10,1
"19831",2011,46,10,0.95
"19832",2012,46,10,1
"19833",2013,46,10,0.92
"19834",2014,46,10,1
"19835",2015,46,10,1
"19836",1987,47,10,1
"19837",1988,47,10,1
"19838",1989,47,10,1
"19839",1990,47,10,1
"19840",1991,47,10,1
"19841",1992,47,10,1
"19842",1993,47,10,0.8
"19843",1994,47,10,1
"19844",1995,47,10,0.93
"19845",1996,47,10,1
"19846",1997,47,10,1
"19847",1998,47,10,1
"19848",1999,47,10,1
"19849",2000,47,10,1
"19850",2001,47,10,1
"19851",2002,47,10,1
"19852",2003,47,10,1
"19853",2004,47,10,1
"19854",2005,47,10,0.93
"19855",2006,47,10,1
"19856",2007,47,10,1
"19857",2008,47,10,1
"19858",2009,47,10,1
"19859",2010,47,10,1
"19860",2011,47,10,1
"19861",2012,47,10,1
"19862",2013,47,10,1
"19863",2014,47,10,1
"19864",2015,47,10,1
"19865",1985,48,10,1
"19866",1986,48,10,1
"19867",1987,48,10,1
"19868",1988,48,10,1
"19869",1989,48,10,1
"19870",1990,48,10,0.97
"19871",1991,48,10,1
"19872",1992,48,10,0.98
"19873",1993,48,10,0.92
"19874",1994,48,10,0.96
"19875",1995,48,10,0.98
"19876",1996,48,10,1
"19877",1997,48,10,0.92
"19878",1998,48,10,1
"19879",1999,48,10,1
"19880",2000,48,10,1
"19881",2001,48,10,0.98
"19882",2002,48,10,1
"19883",2003,48,10,0.97
"19884",2004,48,10,0.98
"19885",2005,48,10,0.97
"19886",2006,48,10,0.99
"19887",2007,48,10,1
"19888",2008,48,10,0.98
"19889",2009,48,10,0.98
"19890",2010,48,10,0.99
"19891",2011,48,10,0.98
"19892",2012,48,10,1
"19893",2013,48,10,0.98
"19894",2014,48,10,0.99
"19895",2015,48,10,0.99
"19896",1985,49,10,1
"19897",1986,49,10,1
"19898",1987,49,10,1
"19899",1988,49,10,1
"19900",1989,49,10,1
"19901",1990,49,10,1
"19902",1991,49,10,1
"19903",1992,49,10,1
"19904",1993,49,10,1
"19905",1994,49,10,1
"19906",1995,49,10,1
"19907",1996,49,10,1
"19908",1997,49,10,1
"19909",1998,49,10,1
"19910",1999,49,10,1
"19911",2000,49,10,1
"19912",2001,49,10,1
"19913",2002,49,10,1
"19914",2003,49,10,1
"19915",2004,49,10,1
"19916",2005,49,10,1
"19917",2006,49,10,0.95
"19918",2007,49,10,0.96
"19919",2008,49,10,1
"19920",2009,49,10,1
"19921",2010,49,10,1
"19922",2011,49,10,0.96
"19923",2012,49,10,0.94
"19924",2013,49,10,1
"19925",2014,49,10,0.97
"19926",2015,49,10,1
"19927",1986,50,10,1
"19928",1987,50,10,1
"19929",1988,50,10,1
"19930",1989,50,10,1
"19931",1990,50,10,1
"19932",1991,50,10,1
"19933",1992,50,10,1
"19934",1993,50,10,1
"19935",1994,50,10,1
"19936",1995,50,10,1
"19937",1996,50,10,1
"19938",1997,50,10,1
"19939",1998,50,10,1
"19940",1999,50,10,1
"19941",2000,50,10,1
"19942",2001,50,10,1
"19943",2002,50,10,0.93
"19944",2003,50,10,0.94
"19945",2004,50,10,1
"19946",2005,50,10,1
"19947",2006,50,10,0.95
"19948",2007,50,10,1
"19949",2008,50,10,0.95
"19950",2009,50,10,1
"19951",2010,50,10,1
"19952",2011,50,10,0.97
"19953",2012,50,10,1
"19954",2013,50,10,1
"19955",2014,50,10,1
"19956",2015,50,10,1
"19957",1985,51,10,1
"19958",1986,51,10,1
"19959",1987,51,10,1
"19960",1988,51,10,1
"19961",1989,51,10,0.92
"19962",1990,51,10,1
"19963",1991,51,10,1
"19964",1992,51,10,1
"19965",1993,51,10,1
"19966",1994,51,10,0.95
"19967",1995,51,10,1
"19968",1996,51,10,1
"19969",1997,51,10,1
"19970",1998,51,10,1
"19971",1999,51,10,0.94
"19972",2000,51,10,1
"19973",2001,51,10,1
"19974",2002,51,10,1
"19975",2003,51,10,1
"19976",2004,51,10,1
"19977",2005,51,10,1
"19978",2006,51,10,0.96
"19979",2007,51,10,0.94
"19980",2008,51,10,1
"19981",2009,51,10,1
"19982",2010,51,10,1
"19983",2011,51,10,0.99
"19984",2012,51,10,1
"19985",2013,51,10,1
"19986",2014,51,10,0.99
"19987",2015,51,10,1
"19988",1985,53,10,1
"19989",1986,53,10,0.75
"19990",1987,53,10,1
"19991",1988,53,10,0.75
"19992",1989,53,10,1
"19993",1990,53,10,1
"19994",1991,53,10,0.91
"19995",1992,53,10,1
"19996",1993,53,10,1
"19997",1994,53,10,1
"19998",1995,53,10,1
"19999",1996,53,10,1
"20000",1997,53,10,1
"20001",1998,53,10,1
"20002",1999,53,10,1
"20003",2000,53,10,0.88
"20004",2001,53,10,0.96
"20005",2002,53,10,0.96
"20006",2003,53,10,1
"20007",2004,53,10,0.96
"20008",2005,53,10,1
"20009",2006,53,10,1
"20010",2007,53,10,0.98
"20011",2008,53,10,1
"20012",2009,53,10,0.98
"20013",2010,53,10,1
"20014",2011,53,10,1
"20015",2012,53,10,1
"20016",2013,53,10,0.98
"20017",2014,53,10,1
"20018",2015,53,10,0.97
"20019",1985,54,10,1
"20020",1987,54,10,1
"20021",1989,54,10,1
"20022",1990,54,10,1
"20023",1991,54,10,1
"20024",1992,54,10,1
"20025",1993,54,10,1
"20026",1994,54,10,1
"20027",1995,54,10,1
"20028",1996,54,10,1
"20029",1997,54,10,1
"20030",1998,54,10,1
"20031",1999,54,10,1
"20032",2000,54,10,1
"20033",2001,54,10,1
"20034",2002,54,10,1
"20035",2003,54,10,1
"20036",2004,54,10,1
"20037",2005,54,10,0.8
"20038",2006,54,10,1
"20039",2007,54,10,0.93
"20040",2008,54,10,0.91
"20041",2009,54,10,1
"20042",2010,54,10,1
"20043",2011,54,10,1
"20044",2012,54,10,1
"20045",2013,54,10,1
"20046",2014,54,10,1
"20047",2015,54,10,0.91
"20048",1985,55,10,1
"20049",1986,55,10,1
"20050",1987,55,10,1
"20051",1988,55,10,1
"20052",1989,55,10,1
"20053",1990,55,10,1
"20054",1991,55,10,1
"20055",1992,55,10,0.88
"20056",1993,55,10,1
"20057",1994,55,10,1
"20058",1995,55,10,1
"20059",1996,55,10,1
"20060",1997,55,10,1
"20061",1998,55,10,0.8
"20062",1999,55,10,1
"20063",2000,55,10,1
"20064",2001,55,10,1
"20065",2002,55,10,1
"20066",2003,55,10,0.96
"20067",2004,55,10,1
"20068",2005,55,10,1
"20069",2006,55,10,1
"20070",2007,55,10,1
"20071",2008,55,10,1
"20072",2009,55,10,0.98
"20073",2010,55,10,1
"20074",2011,55,10,0.97
"20075",2012,55,10,0.97
"20076",2013,55,10,1
"20077",2014,55,10,1
"20078",2015,55,10,1
"20079",1986,56,10,1
"20080",1987,56,10,1
"20081",1988,56,10,1
"20082",1989,56,10,1
"20083",1991,56,10,1
"20084",1992,56,10,1
"20085",1993,56,10,1
"20086",1994,56,10,1
"20087",1995,56,10,1
"20088",1996,56,10,1
"20089",1997,56,10,1
"20090",1998,56,10,1
"20091",1999,56,10,1
"20092",2000,56,10,1
"20093",2001,56,10,1
"20094",2002,56,10,1
"20095",2003,56,10,1
"20096",2004,56,10,1
"20097",2005,56,10,1
"20098",2006,56,10,0.88
"20099",2007,56,10,1
"20100",2008,56,10,1
"20101",2009,56,10,1
"20102",2010,56,10,1
"20103",2011,56,10,1
"20104",2012,56,10,1
"20105",2013,56,10,1
"20106",2014,56,10,0.97
"20107",2015,56,10,0.96
"20108",1990,1,11,1
"20109",1995,1,11,1
"20110",1997,1,11,1
"20111",1999,1,11,1
"20112",2000,1,11,1
"20113",2001,1,11,1
"20114",2002,1,11,1
"20115",2003,1,11,0.8
"20116",2004,1,11,1
"20117",2005,1,11,1
"20118",2006,1,11,1
"20119",2007,1,11,1
"20120",2008,1,11,1
"20121",2009,1,11,1
"20122",2010,1,11,1
"20123",2011,1,11,1
"20124",2012,1,11,1
"20125",2013,1,11,1
"20126",2014,1,11,1
"20127",2015,1,11,1
"20128",1989,2,11,1
"20129",1995,2,11,1
"20130",1996,2,11,1
"20131",1997,2,11,1
"20132",1998,2,11,1
"20133",1999,2,11,1
"20134",2000,2,11,1
"20135",2001,2,11,0.86
"20136",2002,2,11,1
"20137",2003,2,11,1
"20138",2004,2,11,1
"20139",2005,2,11,1
"20140",2006,2,11,1
"20141",2007,2,11,1
"20142",2008,2,11,1
"20143",2009,2,11,1
"20144",2010,2,11,1
"20145",2011,2,11,1
"20146",2012,2,11,1
"20147",2013,2,11,1
"20148",2014,2,11,1
"20149",2015,2,11,0.93
"20150",1993,4,11,1
"20151",1994,4,11,1
"20152",1995,4,11,1
"20153",1996,4,11,1
"20154",1997,4,11,1
"20155",1998,4,11,1
"20156",1999,4,11,1
"20157",2000,4,11,1
"20158",2001,4,11,1
"20159",2002,4,11,1
"20160",2003,4,11,1
"20161",2004,4,11,1
"20162",2005,4,11,1
"20163",2006,4,11,1
"20164",2007,4,11,1
"20165",2008,4,11,1
"20166",2009,4,11,1
"20167",2010,4,11,1
"20168",2011,4,11,1
"20169",2012,4,11,1
"20170",2013,4,11,1
"20171",2014,4,11,1
"20172",2015,4,11,1
"20173",1988,5,11,1
"20174",1993,5,11,1
"20175",1997,5,11,1
"20176",1998,5,11,1
"20177",1999,5,11,1
"20178",2000,5,11,1
"20179",2001,5,11,1
"20180",2003,5,11,1
"20181",2004,5,11,1
"20182",2005,5,11,1
"20183",2006,5,11,1
"20184",2007,5,11,1
"20185",2008,5,11,1
"20186",2009,5,11,1
"20187",2010,5,11,1
"20188",2011,5,11,1
"20189",2012,5,11,1
"20190",2013,5,11,1
"20191",2014,5,11,1
"20192",2015,5,11,1
"20193",1988,6,11,1
"20194",1989,6,11,1
"20195",1990,6,11,1
"20196",1991,6,11,1
"20197",1992,6,11,1
"20198",1993,6,11,1
"20199",1994,6,11,1
"20200",1995,6,11,1
"20201",1996,6,11,1
"20202",1997,6,11,1
"20203",1998,6,11,1
"20204",1999,6,11,1
"20205",2000,6,11,0.96
"20206",2001,6,11,1
"20207",2002,6,11,0.97
"20208",2003,6,11,0.98
"20209",2004,6,11,0.98
"20210",2005,6,11,1
"20211",2006,6,11,0.99
"20212",2007,6,11,1
"20213",2008,6,11,0.99
"20214",2009,6,11,1
"20215",2010,6,11,0.98
"20216",2011,6,11,0.99
"20217",2012,6,11,1
"20218",2013,6,11,0.99
"20219",2014,6,11,0.98
"20220",2015,6,11,0.97
"20221",1995,8,11,1
"20222",1996,8,11,1
"20223",1997,8,11,1
"20224",1998,8,11,1
"20225",1999,8,11,0.67
"20226",2000,8,11,1
"20227",2001,8,11,1
"20228",2002,8,11,1
"20229",2003,8,11,1
"20230",2004,8,11,0.94
"20231",2005,8,11,1
"20232",2006,8,11,1
"20233",2007,8,11,1
"20234",2008,8,11,1
"20235",2009,8,11,0.96
"20236",2010,8,11,1
"20237",2011,8,11,1
"20238",2012,8,11,1
"20239",2013,8,11,1
"20240",2014,8,11,0.97
"20241",2015,8,11,1
"20242",1989,9,11,1
"20243",1992,9,11,1
"20244",1997,9,11,1
"20245",1998,9,11,1
"20246",1999,9,11,1
"20247",2001,9,11,1
"20248",2002,9,11,1
"20249",2003,9,11,1
"20250",2004,9,11,1
"20251",2005,9,11,1
"20252",2006,9,11,1
"20253",2007,9,11,0.88
"20254",2008,9,11,0.97
"20255",2009,9,11,1
"20256",2010,9,11,1
"20257",2011,9,11,1
"20258",2012,9,11,1
"20259",2013,9,11,0.97
"20260",2014,9,11,0.96
"20261",2015,9,11,1
"20262",1989,10,11,1
"20263",1997,10,11,1
"20264",1998,10,11,1
"20265",2000,10,11,1
"20266",2001,10,11,1
"20267",2002,10,11,1
"20268",2003,10,11,1
"20269",2004,10,11,1
"20270",2005,10,11,1
"20271",2006,10,11,1
"20272",2007,10,11,1
"20273",2008,10,11,1
"20274",2009,10,11,1
"20275",2010,10,11,0.96
"20276",2011,10,11,1
"20277",2012,10,11,1
"20278",2013,10,11,1
"20279",2014,10,11,0.89
"20280",2015,10,11,1
"20281",1992,11,11,1
"20282",1993,11,11,1
"20283",1996,11,11,1
"20284",1997,11,11,1
"20285",1998,11,11,1
"20286",1999,11,11,1
"20287",2000,11,11,1
"20288",2001,11,11,1
"20289",2002,11,11,1
"20290",2003,11,11,1
"20291",2004,11,11,1
"20292",2005,11,11,1
"20293",2006,11,11,1
"20294",2007,11,11,0.93
"20295",2008,11,11,1
"20296",2009,11,11,1
"20297",2010,11,11,1
"20298",2011,11,11,1
"20299",2012,11,11,1
"20300",2013,11,11,1
"20301",2014,11,11,1
"20302",2015,11,11,0.97
"20303",1989,12,11,1
"20304",1990,12,11,1
"20305",1991,12,11,1
"20306",1993,12,11,1
"20307",1995,12,11,1
"20308",1996,12,11,1
"20309",1997,12,11,1
"20310",1998,12,11,1
"20311",1999,12,11,1
"20312",2000,12,11,0.92
"20313",2001,12,11,1
"20314",2002,12,11,1
"20315",2003,12,11,1
"20316",2004,12,11,0.83
"20317",2005,12,11,1
"20318",2006,12,11,1
"20319",2007,12,11,0.96
"20320",2008,12,11,1
"20321",2009,12,11,1
"20322",2010,12,11,1
"20323",2011,12,11,1
"20324",2012,12,11,0.91
"20325",2013,12,11,1
"20326",2014,12,11,1
"20327",2015,12,11,1
"20328",1996,13,11,1
"20329",1997,13,11,1
"20330",1998,13,11,1
"20331",1999,13,11,1
"20332",2000,13,11,1
"20333",2001,13,11,1
"20334",2002,13,11,1
"20335",2003,13,11,1
"20336",2004,13,11,1
"20337",2005,13,11,1
"20338",2006,13,11,1
"20339",2007,13,11,1
"20340",2008,13,11,1
"20341",2009,13,11,1
"20342",2010,13,11,1
"20343",2011,13,11,1
"20344",2012,13,11,1
"20345",2013,13,11,1
"20346",2014,13,11,1
"20347",2015,13,11,0.94
"20348",1996,15,11,1
"20349",1998,15,11,1
"20350",1999,15,11,1
"20351",2000,15,11,1
"20352",2001,15,11,0.67
"20353",2002,15,11,1
"20354",2003,15,11,1
"20355",2004,15,11,1
"20356",2005,15,11,1
"20357",2006,15,11,1
"20358",2007,15,11,1
"20359",2008,15,11,1
"20360",2009,15,11,1
"20361",2010,15,11,1
"20362",2011,15,11,1
"20363",2012,15,11,1
"20364",2013,15,11,1
"20365",2014,15,11,1
"20366",2015,15,11,1
"20367",1996,16,11,1
"20368",1997,16,11,1
"20369",1998,16,11,1
"20370",1999,16,11,1
"20371",2000,16,11,1
"20372",2001,16,11,1
"20373",2002,16,11,1
"20374",2003,16,11,1
"20375",2004,16,11,1
"20376",2005,16,11,1
"20377",2006,16,11,1
"20378",2007,16,11,1
"20379",2008,16,11,0.89
"20380",2009,16,11,1
"20381",2010,16,11,0.89
"20382",2011,16,11,1
"20383",2012,16,11,1
"20384",2013,16,11,1
"20385",2014,16,11,1
"20386",2015,16,11,0.94
"20387",1990,17,11,1
"20388",1992,17,11,1
"20389",1994,17,11,1
"20390",1995,17,11,1
"20391",1996,17,11,1
"20392",1997,17,11,1
"20393",1998,17,11,1
"20394",1999,17,11,1
"20395",2000,17,11,1
"20396",2001,17,11,1
"20397",2002,17,11,1
"20398",2003,17,11,1
"20399",2004,17,11,1
"20400",2005,17,11,0.9
"20401",2006,17,11,1
"20402",2007,17,11,1
"20403",2008,17,11,1
"20404",2009,17,11,1
"20405",2010,17,11,1
"20406",2011,17,11,1
"20407",2012,17,11,1
"20408",2013,17,11,1
"20409",2014,17,11,1
"20410",2015,17,11,1
"20411",1997,18,11,1
"20412",1999,18,11,1
"20413",2000,18,11,1
"20414",2001,18,11,1
"20415",2002,18,11,1
"20416",2003,18,11,1
"20417",2004,18,11,1
"20418",2005,18,11,1
"20419",2006,18,11,1
"20420",2007,18,11,1
"20421",2008,18,11,1
"20422",2009,18,11,1
"20423",2010,18,11,1
"20424",2011,18,11,1
"20425",2012,18,11,1
"20426",2013,18,11,1
"20427",2014,18,11,1
"20428",2015,18,11,1
"20429",1992,19,11,1
"20430",1993,19,11,1
"20431",1999,19,11,1
"20432",2000,19,11,1
"20433",2001,19,11,1
"20434",2002,19,11,1
"20435",2003,19,11,1
"20436",2004,19,11,1
"20437",2005,19,11,1
"20438",2006,19,11,1
"20439",2007,19,11,1
"20440",2008,19,11,1
"20441",2009,19,11,1
"20442",2010,19,11,1
"20443",2011,19,11,1
"20444",2012,19,11,1
"20445",2013,19,11,1
"20446",2014,19,11,0.94
"20447",2015,19,11,1
"20448",1988,20,11,1
"20449",1996,20,11,1
"20450",1998,20,11,1
"20451",1999,20,11,1
"20452",2000,20,11,1
"20453",2001,20,11,1
"20454",2002,20,11,1
"20455",2003,20,11,1
"20456",2004,20,11,1
"20457",2005,20,11,1
"20458",2006,20,11,1
"20459",2007,20,11,1
"20460",2008,20,11,1
"20461",2009,20,11,1
"20462",2010,20,11,1
"20463",2011,20,11,0.88
"20464",2012,20,11,1
"20465",2013,20,11,1
"20466",2014,20,11,1
"20467",2015,20,11,0.92
"20468",1994,21,11,1
"20469",1995,21,11,1
"20470",1998,21,11,1
"20471",2000,21,11,1
"20472",2001,21,11,1
"20473",2002,21,11,1
"20474",2003,21,11,1
"20475",2004,21,11,1
"20476",2005,21,11,1
"20477",2006,21,11,0.86
"20478",2007,21,11,1
"20479",2008,21,11,1
"20480",2009,21,11,1
"20481",2010,21,11,1
"20482",2011,21,11,1
"20483",2012,21,11,1
"20484",2013,21,11,1
"20485",2014,21,11,1
"20486",2015,21,11,1
"20487",1997,22,11,1
"20488",1998,22,11,1
"20489",1999,22,11,1
"20490",2000,22,11,1
"20491",2001,22,11,1
"20492",2002,22,11,1
"20493",2003,22,11,1
"20494",2004,22,11,1
"20495",2005,22,11,1
"20496",2006,22,11,1
"20497",2007,22,11,1
"20498",2008,22,11,1
"20499",2009,22,11,1
"20500",2010,22,11,0.86
"20501",2011,22,11,1
"20502",2012,22,11,1
"20503",2013,22,11,0.9
"20504",2014,22,11,1
"20505",2015,22,11,1
"20506",1997,23,11,1
"20507",1998,23,11,1
"20508",2000,23,11,1
"20509",2001,23,11,1
"20510",2002,23,11,1
"20511",2003,23,11,1
"20512",2004,23,11,1
"20513",2005,23,11,1
"20514",2006,23,11,1
"20515",2007,23,11,1
"20516",2008,23,11,1
"20517",2009,23,11,1
"20518",2010,23,11,1
"20519",2011,23,11,1
"20520",2012,23,11,1
"20521",2013,23,11,1
"20522",2014,23,11,1
"20523",2015,23,11,0.9
"20524",1996,24,11,1
"20525",1997,24,11,1
"20526",1998,24,11,1
"20527",1999,24,11,1
"20528",2000,24,11,1
"20529",2001,24,11,1
"20530",2002,24,11,1
"20531",2003,24,11,1
"20532",2004,24,11,1
"20533",2005,24,11,1
"20534",2006,24,11,0.96
"20535",2007,24,11,1
"20536",2008,24,11,0.97
"20537",2009,24,11,0.91
"20538",2010,24,11,0.98
"20539",2011,24,11,1
"20540",2012,24,11,1
"20541",2013,24,11,1
"20542",2014,24,11,1
"20543",2015,24,11,0.97
"20544",1989,25,11,1
"20545",1990,25,11,1
"20546",1991,25,11,1
"20547",1993,25,11,1
"20548",1994,25,11,1
"20549",1995,25,11,1
"20550",1996,25,11,1
"20551",1997,25,11,1
"20552",1998,25,11,1
"20553",1999,25,11,1
"20554",2000,25,11,1
"20555",2001,25,11,1
"20556",2002,25,11,1
"20557",2003,25,11,1
"20558",2004,25,11,0.92
"20559",2005,25,11,1
"20560",2006,25,11,1
"20561",2007,25,11,1
"20562",2008,25,11,1
"20563",2009,25,11,1
"20564",2010,25,11,1
"20565",2011,25,11,1
"20566",2012,25,11,1
"20567",2013,25,11,1
"20568",2014,25,11,1
"20569",2015,25,11,1
"20570",1988,26,11,1
"20571",1990,26,11,1
"20572",1992,26,11,1
"20573",1993,26,11,1
"20574",1994,26,11,1
"20575",1995,26,11,1
"20576",1996,26,11,1
"20577",1997,26,11,1
"20578",1998,26,11,1
"20579",1999,26,11,1
"20580",2000,26,11,1
"20581",2001,26,11,1
"20582",2002,26,11,1
"20583",2003,26,11,1
"20584",2004,26,11,1
"20585",2005,26,11,1
"20586",2006,26,11,1
"20587",2007,26,11,1
"20588",2008,26,11,0.86
"20589",2009,26,11,1
"20590",2010,26,11,0.95
"20591",2011,26,11,1
"20592",2012,26,11,1
"20593",2013,26,11,1
"20594",2014,26,11,1
"20595",2015,26,11,1
"20596",1993,27,11,1
"20597",1995,27,11,1
"20598",1996,27,11,1
"20599",1997,27,11,1
"20600",1998,27,11,1
"20601",1999,27,11,1
"20602",2000,27,11,1
"20603",2001,27,11,1
"20604",2002,27,11,1
"20605",2003,27,11,0.91
"20606",2004,27,11,1
"20607",2005,27,11,0.81
"20608",2006,27,11,1
"20609",2007,27,11,1
"20610",2008,27,11,1
"20611",2009,27,11,1
"20612",2010,27,11,0.88
"20613",2011,27,11,1
"20614",2012,27,11,1
"20615",2013,27,11,0.96
"20616",2014,27,11,1
"20617",2015,27,11,1
"20618",1994,28,11,1
"20619",1997,28,11,1
"20620",1999,28,11,1
"20621",2000,28,11,1
"20622",2002,28,11,1
"20623",2003,28,11,1
"20624",2004,28,11,1
"20625",2005,28,11,1
"20626",2006,28,11,1
"20627",2007,28,11,1
"20628",2008,28,11,1
"20629",2009,28,11,1
"20630",2010,28,11,1
"20631",2011,28,11,1
"20632",2012,28,11,1
"20633",2013,28,11,1
"20634",2014,28,11,1
