"","year","state","income","lfpr"
"18557",2000,1,10,1
"18558",2001,1,10,1
"18559",2002,1,10,0.94
"18560",2003,1,10,1
"18561",2004,1,10,1
"18562",2005,1,10,0.93
"18563",2006,1,10,1
"18564",2007,1,10,1
"18565",2008,1,10,1
"18566",2009,1,10,0.93
"18567",2010,1,10,1
"18568",2011,1,10,1
"18569",2012,1,10,0.96
"18570",2013,1,10,1
"18571",2014,1,10,0.95
"18572",2015,1,10,0.97
"18573",1985,2,10,1
"18574",1986,2,10,1
"18575",1987,2,10,1
"18576",1988,2,10,1
"18577",1989,2,10,1
"18578",1990,2,10,1
"18579",1991,2,10,1
"18580",1992,2,10,1
"18581",1993,2,10,1
"18582",1994,2,10,1
"18583",1995,2,10,1
"18584",1996,2,10,1
"18585",1997,2,10,1
"18586",1998,2,10,1
"18587",1999,2,10,1
"18588",2000,2,10,1
"18589",2001,2,10,1
"18590",2002,2,10,0.96
"18591",2003,2,10,0.95
"18592",2004,2,10,1
"18593",2005,2,10,1
"18594",2006,2,10,0.97
"18595",2007,2,10,1
"18596",2008,2,10,1
"18597",2009,2,10,1
"18598",2010,2,10,0.97
"18599",2011,2,10,0.94
"18600",2012,2,10,1
"18601",2013,2,10,1
"18602",2014,2,10,1
"18603",2015,2,10,0.98
"18604",1985,4,10,1
"18605",1986,4,10,1
"18606",1987,4,10,0.86
"18607",1988,4,10,0.9
"18608",1989,4,10,1
"18609",1990,4,10,1
"18610",1991,4,10,1
"18611",1992,4,10,1
"18612",1993,4,10,1
"18613",1994,4,10,1
"18614",1995,4,10,0.93
"18615",1996,4,10,1
"18616",1997,4,10,1
"18617",1998,4,10,1
"18618",1999,4,10,0.88
"18619",2000,4,10,1
"18620",2001,4,10,1
"18621",2002,4,10,1
"18622",2003,4,10,0.91
"18623",2004,4,10,1
"18624",2005,4,10,1
"18625",2006,4,10,0.93
"18626",2007,4,10,0.97
"18627",2008,4,10,0.91
"18628",2009,4,10,0.96
"18629",2010,4,10,1
"18630",2011,4,10,1
"18631",2012,4,10,0.97
"18632",2013,4,10,1
"18633",2014,4,10,1
"18634",2015,4,10,0.96
"18635",1985,5,10,1
"18636",1987,5,10,1
"18637",1988,5,10,1
"18638",1989,5,10,1
"18639",1990,5,10,1
"18640",1991,5,10,1
"18641",1992,5,10,1
"18642",1993,5,10,1
"18643",1994,5,10,1
"18644",1995,5,10,1
"18645",1996,5,10,1
"18646",1997,5,10,1
"18647",1998,5,10,1
"18648",1999,5,10,1
"18649",2000,5,10,1
"18650",2001,5,10,1
"18651",2002,5,10,1
"18652",2003,5,10,1
"18653",2004,5,10,1
"18654",2005,5,10,1
"18655",2006,5,10,1
"18656",2007,5,10,1
"18657",2008,5,10,1
"18658",2009,5,10,1
"18659",2010,5,10,0.88
"18660",2011,5,10,1
"18661",2012,5,10,1
"18662",2013,5,10,0.92
"18663",2014,5,10,1
"18664",2015,5,10,1
"18665",1985,6,10,1
"18666",1986,6,10,0.98
"18667",1987,6,10,1
"18668",1988,6,10,1
"18669",1989,6,10,1
"18670",1990,6,10,0.99
"18671",1991,6,10,0.99
"18672",1992,6,10,0.98
"18673",1993,6,10,0.98
"18674",1994,6,10,0.98
"18675",1995,6,10,0.99
"18676",1996,6,10,0.98
"18677",1997,6,10,1
"18678",1998,6,10,1
"18679",1999,6,10,0.99
"18680",2000,6,10,0.95
"18681",2001,6,10,0.97
"18682",2002,6,10,1
"18683",2003,6,10,0.99
"18684",2004,6,10,0.99
"18685",2005,6,10,0.98
"18686",2006,6,10,0.98
"18687",2007,6,10,0.98
"18688",2008,6,10,0.98
"18689",2009,6,10,0.98
"18690",2010,6,10,0.97
"18691",2011,6,10,0.97
"18692",2012,6,10,0.99
"18693",2013,6,10,0.98
"18694",2014,6,10,0.99
"18695",2015,6,10,0.98
"18696",1985,8,10,1
"18697",1986,8,10,0.9
"18698",1987,8,10,1
"18699",1988,8,10,1
"18700",1989,8,10,1
"18701",1990,8,10,1
"18702",1991,8,10,1
"18703",1992,8,10,1
"18704",1993,8,10,1
"18705",1994,8,10,0.94
"18706",1995,8,10,1
"18707",1996,8,10,1
"18708",1997,8,10,1
"18709",1998,8,10,0.92
"18710",1999,8,10,1
"18711",2000,8,10,1
"18712",2001,8,10,0.97
"18713",2002,8,10,0.95
"18714",2003,8,10,0.98
"18715",2004,8,10,1
"18716",2005,8,10,0.97
"18717",2006,8,10,0.98
"18718",2007,8,10,0.98
"18719",2008,8,10,0.98
"18720",2009,8,10,0.99
"18721",2010,8,10,0.96
"18722",2011,8,10,0.98
"18723",2012,8,10,0.98
"18724",2013,8,10,0.95
"18725",2014,8,10,0.97
"18726",2015,8,10,1
"18727",1985,9,10,1
"18728",1986,9,10,0.94
"18729",1987,9,10,1
"18730",1988,9,10,1
"18731",1989,9,10,1
"18732",1990,9,10,1
"18733",1991,9,10,1
"18734",1992,9,10,1
"18735",1993,9,10,1
"18736",1994,9,10,1
"18737",1995,9,10,1
"18738",1996,9,10,1
"18739",1997,9,10,1
"18740",1998,9,10,1
"18741",1999,9,10,1
"18742",2000,9,10,1
"18743",2001,9,10,1
"18744",2002,9,10,1
"18745",2003,9,10,0.97
"18746",2004,9,10,1
"18747",2005,9,10,0.98
"18748",2006,9,10,1
"18749",2007,9,10,1
"18750",2008,9,10,0.97
"18751",2009,9,10,0.99
"18752",2010,9,10,0.96
"18753",2011,9,10,1
"18754",2012,9,10,0.97
"18755",2013,9,10,0.99
"18756",2014,9,10,1
"18757",2015,9,10,1
"18758",1985,10,10,1
"18759",1986,10,10,1
"18760",1987,10,10,0.5
"18761",1988,10,10,1
"18762",1989,10,10,1
"18763",1990,10,10,1
"18764",1991,10,10,1
"18765",1992,10,10,1
"18766",1993,10,10,1
"18767",1994,10,10,1
"18768",1995,10,10,1
"18769",1996,10,10,1
"18770",1997,10,10,1
"18771",1998,10,10,1
"18772",1999,10,10,1
"18773",2000,10,10,0.9
"18774",2001,10,10,1
"18775",2002,10,10,1
"18776",2003,10,10,0.94
"18777",2004,10,10,0.95
"18778",2005,10,10,0.96
"18779",2006,10,10,1
"18780",2007,10,10,1
"18781",2008,10,10,1
"18782",2009,10,10,1
"18783",2010,10,10,0.97
"18784",2011,10,10,1
"18785",2012,10,10,0.94
"18786",2013,10,10,1
"18787",2014,10,10,1
"18788",2015,10,10,1
"18789",1985,11,10,1
"18790",1986,11,10,1
"18791",1987,11,10,1
"18792",1988,11,10,1
"18793",1989,11,10,1
"18794",1990,11,10,1
"18795",1991,11,10,1
"18796",1992,11,10,1
"18797",1993,11,10,1
"18798",1994,11,10,0.95
"18799",1995,11,10,0.95
"18800",1996,11,10,1
"18801",1997,11,10,1
"18802",1998,11,10,1
"18803",1999,11,10,1
"18804",2000,11,10,1
"18805",2001,11,10,1
"18806",2002,11,10,0.94
"18807",2003,11,10,0.92
"18808",2004,11,10,0.97
"18809",2005,11,10,0.97
"18810",2006,11,10,0.92
"18811",2007,11,10,0.98
"18812",2008,11,10,0.98
"18813",2009,11,10,1
"18814",2010,11,10,0.98
"18815",2011,11,10,0.99
"18816",2012,11,10,0.98
"18817",2013,11,10,0.98
"18818",2014,11,10,0.99
"18819",2015,11,10,1
"18820",1985,12,10,1
"18821",1986,12,10,1
"18822",1987,12,10,1
"18823",1988,12,10,1
"18824",1989,12,10,1
"18825",1990,12,10,0.97
"18826",1991,12,10,1
"18827",1992,12,10,1
"18828",1993,12,10,0.95
"18829",1994,12,10,0.98
"18830",1995,12,10,0.98
"18831",1996,12,10,1
"18832",1997,12,10,1
"18833",1998,12,10,0.96
"18834",1999,12,10,0.97
"18835",2000,12,10,0.98
"18836",2001,12,10,0.96
"18837",2002,12,10,1
"18838",2003,12,10,1
"18839",2004,12,10,0.97
"18840",2005,12,10,0.98
"18841",2006,12,10,1
"18842",2007,12,10,1
"18843",2008,12,10,0.99
"18844",2009,12,10,1
"18845",2010,12,10,0.99
"18846",2011,12,10,1
"18847",2012,12,10,1
"18848",2013,12,10,0.99
"18849",2014,12,10,1
"18850",2015,12,10,0.99
"18851",1986,13,10,0.86
"18852",1987,13,10,1
"18853",1988,13,10,1
"18854",1989,13,10,1
"18855",1990,13,10,1
"18856",1991,13,10,1
"18857",1992,13,10,1
"18858",1993,13,10,1
"18859",1994,13,10,1
"18860",1995,13,10,1
"18861",1996,13,10,1
"18862",1997,13,10,1
"18863",1998,13,10,1
"18864",1999,13,10,1
"18865",2000,13,10,1
"18866",2001,13,10,1
"18867",2002,13,10,1
"18868",2003,13,10,1
"18869",2004,13,10,1
"18870",2005,13,10,0.97
"18871",2006,13,10,1
"18872",2007,13,10,0.98
"18873",2008,13,10,1
"18874",2009,13,10,1
"18875",2010,13,10,1
"18876",2011,13,10,0.96
"18877",2012,13,10,1
"18878",2013,13,10,0.95
"18879",2014,13,10,1
"18880",2015,13,10,1
"18881",1985,15,10,1
"18882",1986,15,10,1
"18883",1987,15,10,1
"18884",1988,15,10,1
"18885",1989,15,10,1
"18886",1990,15,10,1
"18887",1991,15,10,1
"18888",1992,15,10,0.88
"18889",1993,15,10,1
"18890",1994,15,10,1
"18891",1995,15,10,1
"18892",1996,15,10,1
"18893",1997,15,10,1
"18894",1998,15,10,1
"18895",1999,15,10,1
"18896",2000,15,10,1
"18897",2001,15,10,1
"18898",2002,15,10,0.92
"18899",2003,15,10,1
"18900",2004,15,10,1
"18901",2005,15,10,1
"18902",2006,15,10,0.94
"18903",2007,15,10,1
"18904",2008,15,10,0.94
"18905",2009,15,10,0.97
"18906",2010,15,10,0.97
"18907",2011,15,10,0.96
"18908",2012,15,10,1
"18909",2013,15,10,0.95
"18910",2014,15,10,1
"18911",2015,15,10,1
"18912",1985,16,10,1
"18913",1986,16,10,1
"18914",1988,16,10,1
"18915",1989,16,10,1
"18916",1990,16,10,1
"18917",1991,16,10,1
"18918",1992,16,10,1
"18919",1993,16,10,1
"18920",1994,16,10,0.88
"18921",1995,16,10,1
"18922",1996,16,10,1
"18923",1997,16,10,1
"18924",1998,16,10,1
"18925",1999,16,10,1
"18926",2000,16,10,1
"18927",2001,16,10,1
"18928",2002,16,10,1
"18929",2003,16,10,1
"18930",2004,16,10,1
"18931",2005,16,10,1
"18932",2006,16,10,0.94
"18933",2007,16,10,1
"18934",2008,16,10,1
"18935",2009,16,10,1
"18936",2010,16,10,1
"18937",2011,16,10,1
"18938",2012,16,10,0.96
"18939",2013,16,10,0.96
"18940",2014,16,10,1
"18941",2015,16,10,1
"18942",1985,17,10,1
"18943",1986,17,10,1
"18944",1987,17,10,0.94
"18945",1988,17,10,0.96
"18946",1989,17,10,1
"18947",1990,17,10,0.93
"18948",1991,17,10,1
"18949",1992,17,10,0.95
"18950",1993,17,10,0.95
"18951",1994,17,10,1
"18952",1995,17,10,1
"18953",1996,17,10,1
"18954",1997,17,10,1
"18955",1998,17,10,1
"18956",1999,17,10,0.97
"18957",2000,17,10,1
"18958",2001,17,10,1
"18959",2002,17,10,0.96
"18960",2003,17,10,1
"18961",2004,17,10,1
"18962",2005,17,10,0.99
"18963",2006,17,10,0.97
"18964",2007,17,10,0.99
"18965",2008,17,10,1
"18966",2009,17,10,0.97
"18967",2010,17,10,0.97
"18968",2011,17,10,0.99
"18969",2012,17,10,0.99
"18970",2013,17,10,1
"18971",2014,17,10,0.97
"18972",2015,17,10,0.99
"18973",1985,18,10,1
"18974",1986,18,10,1
"18975",1987,18,10,1
"18976",1988,18,10,1
"18977",1989,18,10,1
"18978",1990,18,10,1
"18979",1991,18,10,1
"18980",1992,18,10,1
"18981",1993,18,10,1
"18982",1994,18,10,1
"18983",1995,18,10,1
"18984",1996,18,10,1
"18985",1997,18,10,0.83
"18986",1998,18,10,1
"18987",1999,18,10,1
"18988",2000,18,10,1
"18989",2001,18,10,1
"18990",2002,18,10,1
"18991",2003,18,10,0.96
"18992",2004,18,10,1
"18993",2005,18,10,1
"18994",2006,18,10,0.94
"18995",2007,18,10,1
"18996",2008,18,10,1
"18997",2009,18,10,1
"18998",2010,18,10,1
"18999",2011,18,10,0.95
"19000",2012,18,10,0.98
"19001",2013,18,10,0.98
"19002",2014,18,10,0.91
"19003",2015,18,10,1
"19004",1985,19,10,1
"19005",1986,19,10,1
"19006",1987,19,10,1
"19007",1988,19,10,0.75
"19008",1989,19,10,0.67
"19009",1990,19,10,1
"19010",1991,19,10,1
"19011",1992,19,10,1
"19012",1993,19,10,1
"19013",1994,19,10,1
"19014",1995,19,10,1
"19015",1996,19,10,1
"19016",1997,19,10,1
"19017",1998,19,10,0.75
"19018",1999,19,10,1
"19019",2000,19,10,0.8
"19020",2001,19,10,1
"19021",2002,19,10,1
"19022",2003,19,10,1
"19023",2004,19,10,0.95
"19024",2005,19,10,1
"19025",2006,19,10,1
"19026",2007,19,10,1
"19027",2008,19,10,1
"19028",2009,19,10,0.97
"19029",2010,19,10,1
"19030",2011,19,10,1
"19031",2012,19,10,1
"19032",2013,19,10,1
"19033",2014,19,10,1
"19034",2015,19,10,1
"19035",1985,20,10,1
"19036",1986,20,10,1
"19037",1987,20,10,0
"19038",1988,20,10,1
"19039",1989,20,10,1
"19040",1990,20,10,1
"19041",1991,20,10,1
"19042",1992,20,10,1
"19043",1993,20,10,1
"19044",1994,20,10,0.83
"19045",1995,20,10,1
"19046",1996,20,10,1
"19047",1997,20,10,1
"19048",1998,20,10,1
"19049",1999,20,10,1
"19050",2000,20,10,1
"19051",2001,20,10,1
"19052",2002,20,10,0.91
"19053",2003,20,10,1
"19054",2004,20,10,1
"19055",2005,20,10,0.94
"19056",2006,20,10,1
"19057",2007,20,10,1
"19058",2008,20,10,0.95
"19059",2009,20,10,1
"19060",2010,20,10,0.92
"19061",2011,20,10,1
"19062",2012,20,10,1
"19063",2013,20,10,1
"19064",2014,20,10,1
"19065",2015,20,10,0.96
"19066",1985,21,10,1
"19067",1986,21,10,1
"19068",1987,21,10,0.5
"19069",1989,21,10,1
"19070",1990,21,10,1
"19071",1992,21,10,1
"19072",1993,21,10,1
"19073",1994,21,10,1
"19074",1995,21,10,1
"19075",1996,21,10,1
"19076",1997,21,10,1
"19077",1998,21,10,1
"19078",1999,21,10,1
"19079",2000,21,10,0.9
"19080",2001,21,10,1
"19081",2002,21,10,0.87
"19082",2003,21,10,1
"19083",2004,21,10,1
"19084",2005,21,10,1
"19085",2006,21,10,0.93
"19086",2007,21,10,0.94
"19087",2008,21,10,1
"19088",2009,21,10,1
"19089",2010,21,10,1
"19090",2011,21,10,1
"19091",2012,21,10,1
"19092",2013,21,10,1
"19093",2014,21,10,1
"19094",2015,21,10,1
"19095",1985,22,10,1
"19096",1986,22,10,1
"19097",1987,22,10,1
"19098",1988,22,10,1
"19099",1989,22,10,1
"19100",1990,22,10,1
"19101",1991,22,10,1
"19102",1992,22,10,1
"19103",1993,22,10,1
"19104",1994,22,10,1
"19105",1995,22,10,1
"19106",1996,22,10,1
"19107",1997,22,10,1
"19108",1998,22,10,1
"19109",1999,22,10,1
"19110",2000,22,10,1
"19111",2001,22,10,1
"19112",2002,22,10,1
"19113",2003,22,10,1
"19114",2004,22,10,1
"19115",2005,22,10,1
"19116",2006,22,10,1
"19117",2007,22,10,0.91
"19118",2008,22,10,1
"19119",2009,22,10,1
"19120",2010,22,10,1
"19121",2011,22,10,1
"19122",2012,22,10,0.95
"19123",2013,22,10,1
"19124",2014,22,10,1
"19125",2015,22,10,0.97
"19126",1985,23,10,1
"19127",1986,23,10,1
"19128",1987,23,10,1
"19129",1988,23,10,1
"19130",1989,23,10,1
"19131",1990,23,10,1
"19132",1991,23,10,1
"19133",1992,23,10,0.83
"19134",1993,23,10,1
"19135",1994,23,10,1
"19136",1995,23,10,1
"19137",1996,23,10,1
"19138",1997,23,10,1
"19139",1998,23,10,1
"19140",1999,23,10,1
"19141",2000,23,10,1
"19142",2001,23,10,1
"19143",2002,23,10,1
"19144",2003,23,10,1
"19145",2004,23,10,1
"19146",2005,23,10,1
"19147",2006,23,10,1
"19148",2007,23,10,1
"19149",2008,23,10,0.94
"19150",2009,23,10,1
"19151",2010,23,10,1
"19152",2011,23,10,1
"19153",2012,23,10,0.93
"19154",2013,23,10,1
"19155",2014,23,10,1
"19156",2015,23,10,0.95
"19157",1985,24,10,1
"19158",1986,24,10,1
"19159",1987,24,10,1
"19160",1988,24,10,1
"19161",1989,24,10,1
"19162",1990,24,10,0.88
"19163",1991,24,10,0.9
"19164",1992,24,10,1
"19165",1993,24,10,1
"19166",1994,24,10,1
"19167",1995,24,10,1
"19168",1996,24,10,1
"19169",1997,24,10,1
"19170",1998,24,10,1
"19171",1999,24,10,1
"19172",2000,24,10,1
"19173",2001,24,10,1
"19174",2002,24,10,1
"19175",2003,24,10,1
"19176",2004,24,10,1
"19177",2005,24,10,0.96
"19178",2006,24,10,0.97
"19179",2007,24,10,0.99
"19180",2008,24,10,0.99
"19181",2009,24,10,0.98
"19182",2010,24,10,0.99
"19183",2011,24,10,0.98
"19184",2012,24,10,1
"19185",2013,24,10,1
"19186",2014,24,10,0.99
"19187",2015,24,10,0.97
"19188",1985,25,10,1
"19189",1986,25,10,1
"19190",1987,25,10,1
"19191",1988,25,10,1
"19192",1989,25,10,1
"19193",1990,25,10,1
"19194",1991,25,10,1
"19195",1992,25,10,1
"19196",1993,25,10,0.98
"19197",1994,25,10,1
"19198",1995,25,10,1
"19199",1996,25,10,0.94
"19200",1997,25,10,1
"19201",1998,25,10,1
"19202",1999,25,10,0.96
"19203",2000,25,10,1
"19204",2001,25,10,0.98
"19205",2002,25,10,1
"19206",2003,25,10,0.97
"19207",2004,25,10,0.98
"19208",2005,25,10,0.98
"19209",2006,25,10,1
"19210",2007,25,10,1
"19211",2008,25,10,1
"19212",2009,25,10,1
"19213",2010,25,10,1
"19214",2011,25,10,1
"19215",2012,25,10,1
"19216",2013,25,10,1
"19217",2014,25,10,0.98
"19218",2015,25,10,0.97
"19219",1985,26,10,1
"19220",1986,26,10,1
"19221",1987,26,10,1
"19222",1988,26,10,1
"19223",1989,26,10,1
"19224",1990,26,10,1
"19225",1991,26,10,0.93
"19226",1992,26,10,0.96
"19227",1993,26,10,0.97
"19228",1994,26,10,0.97
"19229",1995,26,10,1
"19230",1996,26,10,1
"19231",1997,26,10,1
"19232",1998,26,10,1
"19233",1999,26,10,0.96
"19234",2000,26,10,1
"19235",2001,26,10,1
"19236",2002,26,10,0.98
"19237",2003,26,10,1
"19238",2004,26,10,1
"19239",2005,26,10,1
"19240",2006,26,10,1
"19241",2007,26,10,0.98
"19242",2008,26,10,0.98
"19243",2009,26,10,1
"19244",2010,26,10,0.98
"19245",2011,26,10,1
"19246",2012,26,10,0.96
"19247",2013,26,10,1
"19248",2014,26,10,0.98
"19249",2015,26,10,0.95
"19250",1985,27,10,1
"19251",1986,27,10,1
"19252",1987,27,10,1
"19253",1988,27,10,1
"19254",1989,27,10,1
"19255",1990,27,10,1
"19256",1991,27,10,1
"19257",1992,27,10,1
"19258",1993,27,10,1
"19259",1994,27,10,1
"19260",1995,27,10,1
"19261",1996,27,10,1
"19262",1997,27,10,0.93
"19263",1998,27,10,0.9
"19264",1999,27,10,1
"19265",2000,27,10,1
"19266",2001,27,10,1
"19267",2002,27,10,0.96
"19268",2003,27,10,0.94
"19269",2004,27,10,1
"19270",2005,27,10,1
"19271",2006,27,10,1
"19272",2007,27,10,0.98
"19273",2008,27,10,0.96
"19274",2009,27,10,1
"19275",2010,27,10,1
"19276",2011,27,10,0.98
"19277",2012,27,10,1
"19278",2013,27,10,1
"19279",2014,27,10,0.98
"19280",2015,27,10,0.94
"19281",1985,28,10,1
"19282",1986,28,10,1
"19283",1987,28,10,1
"19284",1988,28,10,1
"19285",1989,28,10,1
"19286",1990,28,10,1
"19287",1991,28,10,1
"19288",1992,28,10,1
"19289",1993,28,10,1
"19290",1994,28,10,1
"19291",1995,28,10,1
"19292",1996,28,10,1
"19293",1997,28,10,1
"19294",1998,28,10,1
"19295",1999,28,10,0.67
"19296",2000,28,10,1
"19297",2001,28,10,1
"19298",2002,28,10,1
"19299",2003,28,10,1
"19300",2004,28,10,1
"19301",2005,28,10,1
"19302",2006,28,10,1
"19303",2007,28,10,0.88
"19304",2008,28,10,1
"19305",2009,28,10,1
"19306",2010,28,10,1
"19307",2011,28,10,1
"19308",2012,28,10,0.94
"19309",2013,28,10,1
"19310",2014,28,10,1
"19311",2015,28,10,1
"19312",1985,29,10,1
"19313",1986,29,10,1
"19314",1987,29,10,0.5
"19315",1988,29,10,1
"19316",1989,29,10,0.9
"19317",1990,29,10,1
"19318",1991,29,10,1
"19319",1992,29,10,1
"19320",1993,29,10,1
"19321",1994,29,10,1
"19322",1995,29,10,1
"19323",1996,29,10,1
"19324",1997,29,10,1
"19325",1998,29,10,1
"19326",1999,29,10,1
"19327",2000,29,10,1
"19328",2001,29,10,1
"19329",2002,29,10,0.94
"19330",2003,29,10,1
"19331",2004,29,10,1
"19332",2005,29,10,1
"19333",2006,29,10,1
"19334",2007,29,10,1
"19335",2008,29,10,1
"19336",2009,29,10,1
"19337",2010,29,10,0.97
"19338",2011,29,10,1
"19339",2012,29,10,1
"19340",2013,29,10,1
"19341",2014,29,10,0.93
"19342",2015,29,10,1
"19343",1985,30,10,1
"19344",1986,30,10,1
"19345",1987,30,10,1
"19346",1988,30,10,1
"19347",1989,30,10,1
"19348",1990,30,10,1
"19349",1991,30,10,1
"19350",1992,30,10,1
"19351",1993,30,10,1
"19352",1994,30,10,1
"19353",1995,30,10,1
"19354",1996,30,10,1
"19355",1997,30,10,1
"19356",1998,30,10,1
"19357",1999,30,10,1
"19358",2000,30,10,1
"19359",2001,30,10,1
"19360",2002,30,10,0.88
"19361",2003,30,10,1
"19362",2004,30,10,1
"19363",2005,30,10,1
"19364",2006,30,10,1
"19365",2007,30,10,1
"19366",2008,30,10,0.91
"19367",2009,30,10,1
"19368",2010,30,10,1
"19369",2011,30,10,1
"19370",2012,30,10,1
"19371",2013,30,10,1
"19372",2014,30,10,1
"19373",2015,30,10,0.97
"19374",1985,31,10,1
"19375",1986,31,10,1
"19376",1987,31,10,1
"19377",1988,31,10,1
"19378",1989,31,10,1
"19379",1990,31,10,1
"19380",1991,31,10,1
"19381",1992,31,10,1
"19382",1993,31,10,1
"19383",1994,31,10,1
"19384",1995,31,10,1
"19385",1996,31,10,1
"19386",1997,31,10,0.75
"19387",1998,31,10,1
"19388",1999,31,10,0.8
"19389",2000,31,10,1
"19390",2001,31,10,0.9
"19391",2002,31,10,1
"19392",2003,31,10,1
"19393",2004,31,10,1
"19394",2005,31,10,1
"19395",2006,31,10,0.95
"19396",2007,31,10,1
"19397",2008,31,10,0.92
"19398",2009,31,10,1
"19399",2010,31,10,1
"19400",2011,31,10,0.96
"19401",2012,31,10,0.98
"19402",2013,31,10,1
"19403",2014,31,10,1
"19404",2015,31,10,1
"19405",1985,32,10,1
"19406",1986,32,10,1
"19407",1987,32,10,0.86
"19408",1988,32,10,1
"19409",1989,32,10,1
"19410",1990,32,10,1
"19411",1991,32,10,1
"19412",1992,32,10,1
"19413",1993,32,10,1
"19414",1994,32,10,0.93
"19415",1995,32,10,0.87
"19416",1996,32,10,1
"19417",1997,32,10,1
"19418",1998,32,10,0.83
"19419",1999,32,10,1
"19420",2000,32,10,0.88
"19421",2001,32,10,1
"19422",2002,32,10,1
"19423",2003,32,10,1
"19424",2004,32,10,0.96
"19425",2005,32,10,1
"19426",2006,32,10,0.93
"19427",2007,32,10,1
"19428",2008,32,10,0.97
"19429",2009,32,10,0.98
"19430",2010,32,10,1
"19431",2011,32,10,0.96
"19432",2012,32,10,0.97
"19433",2013,32,10,1
"19434",2014,32,10,0.94
"19435",2015,32,10,0.95
"19436",1985,33,10,1
"19437",1987,33,10,1
"19438",1988,33,10,0.5
"19439",1989,33,10,1
"19440",1990,33,10,1
"19441",1991,33,10,1
"19442",1992,33,10,1
"19443",1993,33,10,1
"19444",1994,33,10,1
"19445",1995,33,10,1
"19446",1996,33,10,1
"19447",1998,33,10,1
"19448",1999,33,10,1
"19449",2000,33,10,1
"19450",2001,33,10,1
"19451",2002,33,10,1
"19452",2003,33,10,1
"19453",2004,33,10,1
"19454",2005,33,10,1
"19455",2006,33,10,0.98
"19456",2007,33,10,0.98
"19457",2008,33,10,1
"19458",2009,33,10,0.98
"19459",2010,33,10,1
"19460",2011,33,10,0.98
"19461",2012,33,10,0.96
"19462",2013,33,10,0.99
"19463",2014,33,10,1
"19464",2015,33,10,1
"19465",1985,34,10,1
"19466",1986,34,10,0.96
"19467",1987,34,10,1
"19468",1988,34,10,1
"19469",1989,34,10,1
"19470",1990,34,10,0.98
"19471",1991,34,10,0.98
"19472",1992,34,10,0.97
"19473",1993,34,10,1
"19474",1994,34,10,0.97
"19475",1995,34,10,0.98
"19476",1996,34,10,1
"19477",1997,34,10,1
"19478",1998,34,10,1
"19479",1999,34,10,1
"19480",2000,34,10,0.97
"19481",2001,34,10,1
"19482",2002,34,10,1
"19483",2003,34,10,0.96
"19484",2004,34,10,1
"19485",2005,34,10,1
"19486",2006,34,10,0.96
"19487",2007,34,10,0.99
"19488",2008,34,10,0.98
"19489",2009,34,10,1
"19490",2010,34,10,1
"19491",2011,34,10,0.99
"19492",2012,34,10,1
"19493",2013,34,10,0.98
"19494",2014,34,10,1
"19495",2015,34,10,1
"19496",1985,35,10,1
"19497",1986,35,10,1
"19498",1987,35,10,1
"19499",1988,35,10,1
"19500",1989,35,10,1
"19501",1990,35,10,0.75
"19502",1991,35,10,1
"19503",1992,35,10,1
"19504",1993,35,10,1
"19505",1994,35,10,0.9
"19506",1995,35,10,1
"19507",1996,35,10,1
"19508",1997,35,10,1
"19509",1998,35,10,1
"19510",1999,35,10,1
"19511",2000,35,10,1
"19512",2001,35,10,1
"19513",2002,35,10,1
"19514",2003,35,10,1
"19515",2004,35,10,1
"19516",2005,35,10,1
"19517",2006,35,10,1
"19518",2007,35,10,1
"19519",2008,35,10,0.94
"19520",2009,35,10,1
"19521",2010,35,10,1
"19522",2011,35,10,0.94
"19523",2012,35,10,0.95
"19524",2013,35,10,1
"19525",2014,35,10,1
"19526",2015,35,10,0.97
"19527",1985,36,10,1
"19528",1986,36,10,1
"19529",1987,36,10,1
"19530",1988,36,10,1
"19531",1989,36,10,0.95
"19532",1990,36,10,0.99
"19533",1991,36,10,1
"19534",1992,36,10,0.96
"19535",1993,36,10,1
"19536",1994,36,10,0.98
"19537",1995,36,10,0.99
"19538",1996,36,10,0.96
"19539",1997,36,10,1
"19540",1998,36,10,0.96
"19541",1999,36,10,1
"19542",2000,36,10,0.96
"19543",2001,36,10,0.98
"19544",2002,36,10,1
"19545",2003,36,10,0.98
"19546",2004,36,10,0.97
"19547",2005,36,10,0.99
"19548",2006,36,10,0.97
"19549",2007,36,10,0.99
"19550",2008,36,10,0.98
"19551",2009,36,10,0.95
"19552",2010,36,10,1
"19553",2011,36,10,0.97
"19554",2012,36,10,0.98
"19555",2013,36,10,0.99
"19556",2014,36,10,0.98
"19557",2015,36,10,0.96
"19558",1985,37,10,1
"19559",1986,37,10,1
"19560",1987,37,10,1
"19561",1988,37,10,1
"19562",1989,37,10,1
"19563",1990,37,10,0.95
"19564",1991,37,10,1
"19565",1992,37,10,1
"19566",1993,37,10,1
"19567",1994,37,10,0.97
"19568",1995,37,10,0.95
"19569",1996,37,10,1
"19570",1997,37,10,1
"19571",1998,37,10,1
"19572",1999,37,10,0.93
"19573",2000,37,10,1
"19574",2001,37,10,0.93
"19575",2002,37,10,1
"19576",2003,37,10,1
"19577",2004,37,10,1
"19578",2005,37,10,1
"19579",2006,37,10,1
"19580",2007,37,10,1
"19581",2008,37,10,0.96
"19582",2009,37,10,1
"19583",2010,37,10,1
"19584",2011,37,10,1
"19585",2012,37,10,0.93
"19586",2013,37,10,1
